	go	ontology	name	genes	transcripts	proteins	total	total_CPM
2369	GO:0071773	biological_process	cellular response to BMP stimulus	8	8	8	8	29
2370	GO:0071409	biological_process	cellular response to cycloheximide	8	9	8	9	33
2371	GO:0071232	biological_process	cellular response to histidine	8	9	5	9	33
2372	GO:0004098	molecular_function	cerebroside-sulfatase activity	8	11	11	11	40
2373	GO:0090537	cellular_component	CERF complex	8	12	9	12	44
2374	GO:0051086	biological_process	chaperone mediated protein folding independent of cofactor	8	8	7	8	29
2375	GO:0009902	biological_process	chloroplast relocation	8	9	7	9	33
2376	GO:0009575	cellular_component	chromoplast stroma	8	8	6	8	29
2377	GO:0005456	molecular_function	CMP-N-acetylneuraminate transmembrane transporter activity	8	9	7	9	33
2378	GO:0030135	cellular_component	coated vesicle	8	8	8	8	29
2379	GO:0032964	biological_process	collagen biosynthetic process	8	8	8	8	29
2380	GO:0071679	biological_process	commissural neuron axon guidance	8	9	9	9	33
2381	GO:0042675	biological_process	compound eye cone cell differentiation	8	8	7	8	29
2382	GO:0000438	cellular_component	core TFIIH complex portion of holo TFIIH complex	8	8	7	8	29
2383	GO:0043895	molecular_function	cyclomaltodextrin glucanotransferase activity	8	11	11	11	40
2384	GO:0046967	biological_process	cytosol to endoplasmic reticulum transport	8	8	7	8	29
2385	GO:0008716	molecular_function	D-alanine-D-alanine ligase activity	8	8	5	8	29
2386	GO:0008718	molecular_function	D-amino-acid dehydrogenase activity	8	8	5	8	29
2387	GO:0019148	molecular_function	D-cysteine desulfhydrase activity	8	8	4	8	29
2388	GO:0110050	molecular_function	deaminated glutathione amidase activity	8	10	9	10	37
2389	GO:0036336	biological_process	dendritic cell migration	8	10	9	10	37
2390	GO:0097447	cellular_component	dendritic tree	8	9	9	9	33
2391	GO:0097047	cellular_component	DNA replication termination region	8	8	5	8	29
2392	GO:0071542	biological_process	dopaminergic neuron differentiation	8	9	6	9	33
2393	GO:0008309	molecular_function	double-stranded DNA exodeoxyribonuclease activity	8	10	7	10	37
2394	GO:0002162	molecular_function	dystroglycan binding	8	9	8	9	33
2395	GO:0036492	biological_process	eiF2alpha phosphorylation in response to endoplasmic reticulum stress	8	11	11	11	40
2396	GO:0051542	biological_process	elastin biosynthetic process	8	8	4	8	29
2397	GO:0036306	biological_process	embryonic heart tube elongation	8	9	6	9	33
2398	GO:0060059	biological_process	embryonic retina morphogenesis in camera-type eye	8	9	9	9	33
2399	GO:0048309	biological_process	endoplasmic reticulum inheritance	8	10	8	10	37
2400	GO:0009246	biological_process	enterobacterial common antigen biosynthetic process	8	9	9	9	33
2401	GO:0048730	biological_process	epidermis morphogenesis	8	10	10	10	37
2402	GO:0060743	biological_process	epithelial cell maturation involved in prostate gland development	8	10	10	10	37
2403	GO:0050673	biological_process	epithelial cell proliferation	8	9	7	9	33
2404	GO:0010669	biological_process	epithelial structure maintenance	8	9	8	9	33
2405	GO:0043125	molecular_function	ErbB-3 class receptor binding	8	14	12	14	51
2406	GO:0035657	cellular_component	eRF1 methyltransferase complex	8	10	8	10	37
2407	GO:0030683	biological_process	evasion or tolerance by virus of host immune response	8	10	10	10	37
2408	GO:0008057	biological_process	eye pigment granule organization	8	8	7	8	29
2409	GO:0006856	biological_process	eye pigment precursor transport	8	10	9	10	37
2410	GO:0033543	biological_process	fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway	8	8	6	8	29
2411	GO:0048307	molecular_function	ferredoxin-nitrite reductase activity	8	11	7	11	40
2412	GO:0021943	biological_process	formation of radial glial scaffolds	8	8	6	8	29
2413	GO:0061929	molecular_function	gamma-glutamylaminecyclotransferase activity	8	8	6	8	29
2414	GO:0080048	molecular_function	GDP-D-glucose phosphorylase activity	8	10	9	10	37
2415	GO:0007377	biological_process	germ-band extension	8	8	8	8	29
2416	GO:0048142	biological_process	germarium-derived cystoblast division	8	8	5	8	29
2417	GO:0019134	molecular_function	glucosamine-1-phosphate N-acetyltransferase activity	8	11	7	11	40
2418	GO:0061928	molecular_function	glutathione specific gamma-glutamylcyclotransferase activity	8	9	8	9	33
2419	GO:0000121	molecular_function	glycerol-1-phosphatase activity	8	10	7	10	37
2420	GO:0043136	molecular_function	glycerol-3-phosphatase activity	8	10	7	10	37
2421	GO:0046038	biological_process	GMP catabolic process	8	8	7	8	29
2422	GO:0001652	cellular_component	granular component	8	8	6	8	29
2423	GO:0046115	biological_process	guanosine catabolic process	8	9	6	9	33
2424	GO:0042633	biological_process	hair cycle	8	9	2	9	33
2425	GO:0061384	biological_process	heart trabecula morphogenesis	8	10	8	10	37
2426	GO:0009679	molecular_function	hexose:proton symporter activity	8	9	7	9	33
2427	GO:0070535	biological_process	histone H2A K63-linked ubiquitination	8	8	8	8	29
2428	GO:0043990	biological_process	histone H2A-S1 phosphorylation	8	8	8	8	29
2429	GO:0044648	biological_process	histone H3-K4 dimethylation	8	8	4	8	29
2430	GO:0071208	molecular_function	histone pre-mRNA DCP binding	8	8	4	8	29
2431	GO:0047296	molecular_function	homospermidine synthase activity	8	10	9	10	37
2432	GO:0004415	molecular_function	hyalurononglucosaminidase activity	8	8	7	8	29
2433	GO:0019864	molecular_function	IgG binding	8	8	6	8	29
2434	GO:0043864	molecular_function	indoleacetamide hydrolase activity	8	8	5	8	29
2435	GO:0043152	biological_process	induction of bacterial agglutination	8	8	8	8	29
2436	GO:0000831	molecular_function	inositol hexakisphosphate 6-kinase activity	8	13	13	13	48
2437	GO:0038028	biological_process	insulin receptor signaling pathway via phosphatidylinositol 3-kinase	8	8	7	8	29
2438	GO:0051454	biological_process	intracellular pH elevation	8	8	5	8	29
2439	GO:0034702	cellular_component	ion channel complex	8	9	7	9	33
2440	GO:0004970	molecular_function	ionotropic glutamate receptor activity	8	11	10	11	40
2441	GO:0019207	molecular_function	kinase regulator activity	8	8	6	8	29
2442	GO:0097052	biological_process	L-kynurenine metabolic process	8	8	4	8	29
2443	GO:0046491	biological_process	L-methylmalonyl-CoA metabolic process	8	8	7	8	29
2444	GO:0006558	biological_process	L-phenylalanine metabolic process	8	11	8	11	40
2445	GO:0005055	molecular_function	laminin receptor activity	8	8	6	8	29
2446	GO:0043237	molecular_function	laminin-1 binding	8	9	5	9	33
2447	GO:0009808	biological_process	lignin metabolic process	8	8	6	8	29
2448	GO:0009244	biological_process	lipopolysaccharide core region biosynthetic process	8	8	6	8	29
2449	GO:0048535	biological_process	lymph node development	8	8	5	8	29
2450	GO:0055071	biological_process	manganese ion homeostasis	8	11	8	11	40
2451	GO:0016152	molecular_function	mercury (II) reductase activity	8	8	6	8	29
2452	GO:0110051	biological_process	metabolite repair	8	10	9	10	37
2453	GO:0097089	biological_process	methyl-branched fatty acid metabolic process	8	10	6	10	37
2454	GO:0004493	molecular_function	methylmalonyl-CoA epimerase activity	8	8	7	8	29
2455	GO:0036449	cellular_component	microtubule minus-end	8	8	5	8	29
2456	GO:0033108	biological_process	mitochondrial respiratory chain complex assembly	8	9	8	9	33
2457	GO:0070903	biological_process	mitochondrial tRNA thio-modification	8	11	10	11	40
2458	GO:0071962	biological_process	mitotic sister chromatid cohesion, centromeric	8	9	7	9	33
2459	GO:0031990	biological_process	mRNA export from nucleus in response to heat stress	8	8	5	8	29
2460	GO:0071689	biological_process	muscle thin filament assembly	8	9	6	9	33
2461	GO:0008532	molecular_function	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	8	8	8	8	29
2462	GO:0052898	molecular_function	N1-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	8	8	8	8	29
2463	GO:0052893	molecular_function	N1-acetylspermine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	8	8	8	8	29
2464	GO:0052897	molecular_function	N8-acetylspermidine:oxygen oxidoreductase (propane-1,3-diamine-forming) activity	8	8	8	8	29
2465	GO:0016941	molecular_function	natriuretic peptide receptor activity	8	9	6	9	33
2466	GO:1904530	biological_process	negative regulation of actin filament binding	8	8	8	8	29
2467	GO:0010360	biological_process	negative regulation of anion channel activity	8	9	4	9	33
2468	GO:0030889	biological_process	negative regulation of B cell proliferation	8	8	8	8	29
2469	GO:0031138	biological_process	negative regulation of conjugation with cellular fusion	8	8	3	8	29
2470	GO:0045963	biological_process	negative regulation of dopamine metabolic process	8	10	8	10	37
2471	GO:0033140	biological_process	negative regulation of peptidyl-serine phosphorylation of STAT protein	8	9	6	9	33
2472	GO:1900275	biological_process	negative regulation of phospholipase C activity	8	8	5	8	29
2473	GO:0060149	biological_process	negative regulation of posttranscriptional gene silencing	8	13	11	13	48
2474	GO:1905524	biological_process	negative regulation of protein autoubiquitination	8	11	10	11	40
2475	GO:0035814	biological_process	negative regulation of renal sodium excretion	8	10	8	10	37
2476	GO:1900747	biological_process	negative regulation of vascular endothelial growth factor signaling pathway	8	9	9	9	33
2477	GO:2001213	biological_process	negative regulation of vasculogenesis	8	9	9	9	33
2478	GO:0061837	biological_process	neuropeptide processing	8	8	6	8	29
2479	GO:0015099	molecular_function	nickel cation transmembrane transporter activity	8	14	12	14	51
2480	GO:0009671	molecular_function	nitrate:proton symporter activity	8	13	13	13	48
2481	GO:0098809	molecular_function	nitrite reductase activity	8	8	8	8	29
2482	GO:0046113	biological_process	nucleobase catabolic process	8	10	7	10	37
2483	GO:0005395	molecular_function	obsolete eye pigment precursor transporter activity	8	11	11	11	40
2484	GO:0035000	cellular_component	oligosaccharyltransferase III complex	8	8	4	8	29
2485	GO:0008228	biological_process	opsonization	8	8	8	8	29
2486	GO:0051640	biological_process	organelle localization	8	8	8	8	29
2487	GO:0006593	biological_process	ornithine catabolic process	8	8	7	8	29
2488	GO:0015822	biological_process	ornithine transport	8	8	4	8	29
2489	GO:0018205	biological_process	peptidyl-lysine modification	8	8	4	8	29
2490	GO:0031544	molecular_function	peptidyl-proline 3-dioxygenase activity	8	9	8	9	33
2491	GO:0061908	cellular_component	phagophore	8	8	7	8	29
2492	GO:0036148	biological_process	phosphatidylglycerol acyl-chain remodeling	8	9	7	9	33
2493	GO:0035014	molecular_function	phosphatidylinositol 3-kinase regulator activity	8	8	6	8	29
2494	GO:0009648	biological_process	photoperiodism	8	8	4	8	29
2495	GO:0097080	biological_process	plasma membrane selenite transport	8	8	8	8	29
2496	GO:0045585	biological_process	positive regulation of cytotoxic T cell differentiation	8	8	7	8	29
2497	GO:1902043	biological_process	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	8	8	8	8	29
2498	GO:0060903	biological_process	positive regulation of meiosis I	8	8	6	8	29
2499	GO:2000630	biological_process	positive regulation of miRNA metabolic process	8	9	6	9	33
2500	GO:0033864	biological_process	positive regulation of NAD(P)H oxidase activity	8	9	8	9	33
2501	GO:2000277	biological_process	positive regulation of oxidative phosphorylation uncoupler activity	8	9	3	9	33
2502	GO:1902895	biological_process	positive regulation of pri-miRNA transcription by RNA polymerase II	8	8	5	8	29
2503	GO:1903800	biological_process	positive regulation of production of miRNAs involved in gene silencing by miRNA	8	8	5	8	29
2504	GO:0045874	biological_process	positive regulation of sevenless signaling pathway	8	8	7	8	29
2505	GO:0051152	biological_process	positive regulation of smooth muscle cell differentiation	8	8	2	8	29
2506	GO:1905609	biological_process	positive regulation of smooth muscle cell-matrix adhesion	8	9	7	9	33
2507	GO:0099634	cellular_component	postsynaptic specialization membrane	8	10	6	10	37
2508	GO:1902414	biological_process	protein localization to cell junction	8	8	4	8	29
2509	GO:0044524	biological_process	protein sulfhydration	8	8	6	8	29
2510	GO:0008330	molecular_function	protein tyrosine/threonine phosphatase activity	8	8	8	8	29
2511	GO:0070737	molecular_function	protein-glycine ligase activity, elongating	8	10	10	10	37
2512	GO:0018272	biological_process	protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine	8	8	6	8	29
2513	GO:0036396	cellular_component	RNA N6-methyladenosine methyltransferase complex	8	13	13	13	48
2514	GO:0016433	molecular_function	rRNA (adenine) methyltransferase activity	8	8	8	8	29
2515	GO:0031125	biological_process	rRNA 3-end processing	8	8	7	8	29
11170	GO:0031213	cellular_component	RSF complex	8	8	8	8	29
11171	GO:0050270	molecular_function	S-adenosylhomocysteine deaminase activity	8	11	8	11	40
11172	GO:0001401	cellular_component	SAM complex	8	9	9	9	33
11173	GO:0003696	molecular_function	satellite DNA binding	8	8	6	8	29
11174	GO:1990171	biological_process	SCF complex disassembly in response to cadmium stress	8	10	6	10	37
11175	GO:0031028	biological_process	septation initiation signaling	8	8	7	8	29
11176	GO:0005969	cellular_component	serine-pyruvate aminotransferase complex	8	8	4	8	29
11177	GO:0070009	molecular_function	serine-type aminopeptidase activity	8	10	6	10	37
11178	GO:0090603	biological_process	sieve element differentiation	8	8	5	8	29
11179	GO:0007227	biological_process	signal transduction downstream of smoothened	8	12	6	12	44
11180	GO:0036057	cellular_component	slit diaphragm	8	9	8	9	33
11181	GO:0048659	biological_process	smooth muscle cell proliferation	8	10	9	10	37
11182	GO:0034472	biological_process	snRNA 3-end processing	8	8	6	8	29
2516	GO:0044341	biological_process	sodium-dependent phosphate transport	8	10	7	10	37
2517	GO:0005436	molecular_function	sodium:phosphate symporter activity	8	10	7	10	37
2518	GO:0006686	biological_process	sphingomyelin biosynthetic process	8	11	11	11	40
2519	GO:0030348	molecular_function	syntaxin-3 binding	8	11	9	11	40
2520	GO:0022029	biological_process	telencephalon cell migration	8	10	10	10	37
2521	GO:0032203	biological_process	telomere formation via telomerase	8	8	8	8	29
2522	GO:0004793	molecular_function	threonine aldolase activity	8	12	11	12	44
2523	GO:0050347	molecular_function	trans-octaprenyltranstransferase activity	8	8	7	8	29
2524	GO:0061587	biological_process	transfer RNA gene-mediated silencing	8	14	12	14	51
2525	GO:0016785	molecular_function	transferase activity, transferring selenium-containing groups	8	8	4	8	29
2526	GO:0019226	biological_process	transmission of nerve impulse	8	10	9	10	37
2527	GO:0090441	biological_process	trehalose biosynthesis in response to heat stress	8	11	9	11	40
2528	GO:0050353	molecular_function	trimethyllysine dioxygenase activity	8	9	5	9	33
2529	GO:0052905	molecular_function	tRNA (guanine(9)-N(1))-methyltransferase activity	8	11	9	11	40
2530	GO:0035370	cellular_component	UBC13-UEV1A complex	8	8	7	8	29
2531	GO:0060858	biological_process	vesicle-mediated transport involved in floral organ abscission	8	9	9	9	33
2532	GO:0086041	molecular_function	voltage-gated potassium channel activity involved in SA node cell action potential depolarization	8	12	12	12	44
2533	GO:0043715	molecular_function	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity	7	7	5	7	26
2534	GO:0043716	molecular_function	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity	7	7	5	7	26
2535	GO:0019619	biological_process	3,4-dihydroxybenzoate catabolic process	7	7	4	7	26
2536	GO:0033812	molecular_function	3-oxoadipyl-CoA thiolase activity	7	7	4	7	26
2537	GO:0090614	molecular_function	5-methylthioadenosine deaminase activity	7	9	7	9	33
11239	GO:0043540	cellular_component	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	7	12	11	12	44
11240	GO:0036261	biological_process	7-methylguanosine cap hypermethylation	7	8	4	8	29
11241	GO:0102311	molecular_function	8-hydroxygeraniol dehydrogenase activity	7	7	2	7	26
11242	GO:0102396	molecular_function	9-cis-10-apo-beta-carotenal cleavage oxygenase activity	7	10	9	10	37
2538	GO:0045549	molecular_function	9-cis-epoxycarotenoid dioxygenase activity	7	7	3	7	26
2539	GO:0045150	biological_process	acetoin catabolic process	7	8	6	8	29
2540	GO:0043874	molecular_function	acireductone synthase activity	7	7	5	7	26
2541	GO:0120104	cellular_component	actomyosin contractile ring, proximal layer	7	7	6	7	26
2542	GO:0046223	biological_process	aflatoxin catabolic process	7	7	6	7	26
2543	GO:0001324	biological_process	age-dependent response to oxidative stress involved in chronological cell aging	7	7	6	7	26
2544	GO:0005503	molecular_function	all-trans retinal binding	7	8	8	8	29
2545	GO:0102251	molecular_function	all-trans-beta-apo-10-carotenal cleavage oxygenase activity	7	10	9	10	37
11256	GO:0021764	biological_process	amygdala development	7	7	3	7	26
11257	GO:0032311	cellular_component	angiogenin-PRI complex	7	9	9	9	33
11258	GO:0048899	biological_process	anterior lateral line development	7	8	7	8	29
11259	GO:0043297	biological_process	apical junction assembly	7	8	7	8	29
11260	GO:0060561	biological_process	apoptotic process involved in morphogenesis	7	8	8	8	29
11261	GO:0050444	molecular_function	aquacobalamin reductase (NADPH) activity	7	8	2	8	29
11262	GO:0004057	molecular_function	arginyltransferase activity	7	7	7	7	26
11263	GO:0047769	molecular_function	arogenate dehydratase activity	7	13	8	13	48
11264	GO:0034751	cellular_component	aryl hydrocarbon receptor complex	7	7	6	7	26
11265	GO:0030954	biological_process	astral microtubule nucleation	7	7	5	7	26
11266	GO:0002265	biological_process	astrocyte activation involved in immune response	7	7	5	7	26
11267	GO:0014002	biological_process	astrocyte development	7	8	7	8	29
11268	GO:0015415	molecular_function	ATPase-coupled phosphate ion transmembrane transporter activity	7	7	4	7	26
11269	GO:0015462	molecular_function	ATPase-coupled protein transmembrane transporter activity	7	9	9	9	33
11270	GO:0008046	molecular_function	axon guidance receptor activity	7	9	8	9	33
11271	GO:0070831	biological_process	basement membrane assembly	7	9	8	9	33
11272	GO:0034769	biological_process	basement membrane disassembly	7	7	5	7	26
11273	GO:1990794	cellular_component	basolateral part of cell	7	9	7	9	33
11274	GO:0033396	biological_process	beta-alanine biosynthetic process via 3-ureidopropionate	7	7	4	7	26
11275	GO:0051274	biological_process	beta-glucan biosynthetic process	7	10	8	10	37
11276	GO:0042952	biological_process	beta-ketoadipate pathway	7	7	5	7	26
11277	GO:0003837	molecular_function	beta-ureidopropionase activity	7	7	4	7	26
11278	GO:0004077	molecular_function	biotin-[acetyl-CoA-carboxylase] ligase activity	7	10	9	10	37
11279	GO:0008803	molecular_function	bis(5-nucleosyl)-tetraphosphatase (symmetrical) activity	7	9	9	9	33
2546	GO:0035630	biological_process	bone mineralization involved in bone maturation	7	7	4	7	26
2547	GO:0060445	biological_process	branching involved in salivary gland morphogenesis	7	15	14	15	55
2548	GO:0000249	molecular_function	C-22 sterol desaturase activity	7	7	4	7	26
2549	GO:0006700	biological_process	C21-steroid hormone biosynthetic process	7	11	10	11	40
2550	GO:0047498	molecular_function	calcium-dependent phospholipase A2 activity	7	7	5	7	26
2551	GO:0016743	molecular_function	carboxyl- or carbamoyltransferase activity	7	7	4	7	26
2552	GO:0014898	biological_process	cardiac muscle hypertrophy in response to stress	7	8	7	8	29
2553	GO:0061026	biological_process	cardiac muscle tissue regeneration	7	8	6	8	29
2554	GO:0031257	cellular_component	cell trailing edge membrane	7	10	7	10	37
2555	GO:0052325	biological_process	cell wall pectin biosynthetic process	7	8	8	8	29
2556	GO:0043605	biological_process	cellular amide catabolic process	7	7	7	7	26
2557	GO:0009987	biological_process	cellular process	7	7	6	7	26
2558	GO:0072757	biological_process	cellular response to camptothecin	7	8	8	8	29
2559	GO:0071391	biological_process	cellular response to estrogen stimulus	7	7	6	7	26
2560	GO:0043562	biological_process	cellular response to nitrogen levels	7	7	3	7	26
2561	GO:0071461	biological_process	cellular response to redox state	7	8	5	8	29
2562	GO:0071446	biological_process	cellular response to salicylic acid stimulus	7	8	7	8	29
2563	GO:0043617	biological_process	cellular response to sucrose starvation	7	7	5	7	26
2564	GO:0061638	cellular_component	CENP-A containing chromatin	7	9	7	9	33
2565	GO:0034508	biological_process	centromere complex assembly	7	7	5	7	26
2566	GO:0017081	molecular_function	chloride channel regulator activity	7	7	6	7	26
2567	GO:0047746	molecular_function	chlorophyllase activity	7	11	11	11	40
2568	GO:0110102	biological_process	chloroplast ribulose bisphosphate carboxylase complex assembly	7	7	2	7	26
2569	GO:0007304	biological_process	chorion-containing eggshell formation	7	7	4	7	26
2570	GO:0035844	biological_process	cloaca development	7	10	9	10	37
2571	GO:0005587	cellular_component	collagen type IV trimer	7	7	7	7	26
2572	GO:0006957	biological_process	complement activation, alternative pathway	7	8	5	8	29
2573	GO:0050269	molecular_function	coniferyl-aldehyde dehydrogenase activity	7	11	9	11	40
2574	GO:0030038	biological_process	contractile actin filament bundle assembly	7	8	6	8	29
2575	GO:0035964	biological_process	COPI-coated vesicle budding	7	7	5	7	26
2576	GO:0097020	molecular_function	COPII adaptor activity	7	7	5	7	26
2577	GO:1903575	biological_process	cornified envelope assembly	7	9	9	9	33
2578	GO:0051430	molecular_function	corticotropin-releasing hormone receptor 1 binding	7	8	3	8	29
2579	GO:0050663	biological_process	cytokine secretion	7	7	4	7	26
2580	GO:0060328	biological_process	cytoplasmic actin-based contraction involved in forward cell motility	7	8	6	8	29
2581	GO:0098554	cellular_component	cytoplasmic side of endoplasmic reticulum membrane	7	7	7	7	26
2582	GO:0002144	cellular_component	cytosolic tRNA wobble base thiouridylase complex	7	7	4	7	26
2583	GO:0055130	biological_process	D-alanine catabolic process	7	7	5	7	26
2584	GO:1990504	biological_process	dense core granule exocytosis	7	7	6	7	26
2585	GO:0051594	biological_process	detection of glucose	7	7	5	7	26
2586	GO:0044111	biological_process	development involved in symbiotic interaction	7	11	9	11	40
2587	GO:0004145	molecular_function	diamine N-acetyltransferase activity	7	7	7	7	26
2588	GO:0032139	molecular_function	dinucleotide insertion or deletion binding	7	7	3	7	26
2589	GO:0071344	biological_process	diphosphate metabolic process	7	7	3	7	26
2590	GO:0033203	cellular_component	DNA helicase A complex	7	7	4	7	26
2591	GO:0070421	cellular_component	DNA ligase III-XRCC1 complex	7	7	5	7	26
2592	GO:0043150	biological_process	DNA synthesis involved in double-strand break repair via homologous recombination	7	7	6	7	26
2593	GO:0044547	molecular_function	DNA topoisomerase binding	7	9	8	9	33
2594	GO:0090494	biological_process	dopamine uptake	7	8	7	8	29
2595	GO:0016457	biological_process	dosage compensation complex assembly involved in dosage compensation by hyperactivation of X chromosome	7	7	7	7	26
2596	GO:0030989	biological_process	dynein-driven meiotic oscillatory nuclear movement	7	7	7	7	26
2597	GO:0061502	biological_process	early endosome to recycling endosome transport	7	7	4	7	26
2598	GO:0048615	biological_process	embryonic anterior midgut (ectodermal) morphogenesis	7	7	4	7	26
2599	GO:0048562	biological_process	embryonic organ morphogenesis	7	7	4	7	26
2600	GO:0000298	molecular_function	endopolyphosphatase activity	7	8	8	8	29
2601	GO:0015988	biological_process	energy coupled proton transmembrane transport, against electrochemical gradient	7	16	14	16	59
2602	GO:0001158	molecular_function	enhancer sequence-specific DNA binding	7	8	7	8	29
2603	GO:0035089	biological_process	establishment of apical/basal cell polarity	7	10	10	10	37
2604	GO:0060856	biological_process	establishment of blood-brain barrier	7	9	9	9	33
2605	GO:0042249	biological_process	establishment of planar polarity of embryonic epithelium	7	7	7	7	26
2606	GO:0031232	cellular_component	extrinsic component of external side of plasma membrane	7	10	10	10	37
2607	GO:0035452	cellular_component	extrinsic component of plastid membrane	7	7	4	7	26
2608	GO:0098890	cellular_component	extrinsic component of postsynaptic membrane	7	7	7	7	26
2609	GO:0098892	cellular_component	extrinsic component of postsynaptic specialization membrane	7	12	11	12	44
2610	GO:0035448	cellular_component	extrinsic component of thylakoid membrane	7	7	6	7	26
2611	GO:0036125	cellular_component	fatty acid beta-oxidation multienzyme complex	7	10	3	10	37
2612	GO:0035182	cellular_component	female germline ring canal outer rim	7	8	8	8	29
2613	GO:0103012	molecular_function	ferredoxin-thioredoxin reductase activity	7	8	3	8	29
2614	GO:0030385	molecular_function	ferredoxin:thioredoxin reductase activity	7	8	3	8	29
2615	GO:0033149	molecular_function	FFAT motif binding	7	10	10	10	37
2616	GO:0047890	molecular_function	flavanone 4-reductase activity	7	7	3	7	26
2617	GO:0048439	biological_process	flower morphogenesis	7	7	3	7	26
2618	GO:0008861	molecular_function	formate C-acetyltransferase activity	7	7	3	7	26
2619	GO:0031821	molecular_function	G protein-coupled serotonin receptor binding	7	8	3	8	29
2620	GO:0047274	molecular_function	galactinol-sucrose galactosyltransferase activity	7	7	6	7	26
2621	GO:0097112	biological_process	gamma-aminobutyric acid receptor clustering	7	7	4	7	26
2622	GO:0002467	biological_process	germinal center formation	7	8	8	8	29
2623	GO:0007403	biological_process	glial cell fate determination	7	7	7	7	26
2624	GO:0019760	biological_process	glucosinolate metabolic process	7	9	7	9	33
2625	GO:0043891	molecular_function	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity	7	8	7	8	29
2626	GO:0047953	molecular_function	glycerol 2-dehydrogenase (NADP+) activity	7	9	7	9	33
2627	GO:0033164	molecular_function	glycolipid 6-alpha-mannosyltransferase activity	7	7	4	7	26
2628	GO:0019377	biological_process	glycolipid catabolic process	7	8	6	8	29
2629	GO:0034203	biological_process	glycolipid translocation	7	7	5	7	26
2630	GO:0046037	biological_process	GMP metabolic process	7	11	9	11	40
2631	GO:0001409	molecular_function	guanine nucleotide transmembrane transporter activity	7	7	7	7	26
2632	GO:0010235	biological_process	guard mother cell cytokinesis	7	8	8	8	29
2633	GO:0043998	molecular_function	H2A histone acetyltransferase activity	7	7	6	7	26
2634	GO:1990889	molecular_function	H4K20me3 modified histone binding	7	8	6	8	29
2635	GO:0007482	biological_process	haltere development	7	9	9	9	33
2636	GO:0035301	cellular_component	Hedgehog signaling complex	7	9	7	9	33
2637	GO:0007516	biological_process	hemocyte development	7	7	4	7	26
2638	GO:0070870	biological_process	heterochromatin maintenance involved in chromatin silencing	7	8	7	8	29
2639	GO:0005358	molecular_function	high-affinity glucose:proton symporter activity	7	9	9	9	33
2640	GO:0015362	molecular_function	high-affinity sodium:dicarboxylate symporter activity	7	10	10	10	37
2641	GO:0000417	cellular_component	HIR complex	7	7	4	7	26
2642	GO:0043972	biological_process	histone H3-K23 acetylation	7	7	4	7	26
2643	GO:0044162	cellular_component	host cell cytoplasmic vesicle membrane	7	7	5	7	26
2644	GO:0044231	cellular_component	host cell presynaptic membrane	7	7	4	7	26
2645	GO:0016818	molecular_function	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	7	7	5	7	26
2646	GO:0102953	molecular_function	hypoglycin A gamma-glutamyl transpeptidase activity	7	9	9	9	33
2647	GO:0007560	biological_process	imaginal disc morphogenesis	7	9	5	9	33
2648	GO:0035320	biological_process	imaginal disc-derived wing hair site selection	7	7	4	7	26
2649	GO:0050483	molecular_function	IMP 5-nucleotidase activity	7	7	6	7	26
11431	GO:0035835	biological_process	indole alkaloid biosynthetic process	7	8	5	8	29
11432	GO:0001826	biological_process	inner cell mass cell differentiation	7	8	8	8	29
11433	GO:0007007	biological_process	inner mitochondrial membrane organization	7	7	7	7	26
11434	GO:0022890	molecular_function	inorganic cation transmembrane transporter activity	7	9	8	9	33
11435	GO:0006190	biological_process	inosine salvage	7	7	6	7	26
11436	GO:0047326	molecular_function	inositol tetrakisphosphate 5-kinase activity	7	7	3	7	26
11437	GO:0052659	molecular_function	inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity	7	7	4	7	26
11438	GO:0000823	molecular_function	inositol-1,4,5-trisphosphate 6-kinase activity	7	7	3	7	26
11439	GO:0005009	molecular_function	insulin-activated receptor activity	7	7	7	7	26
11440	GO:0044385	cellular_component	integral to membrane of host cell	7	7	5	7	26
11441	GO:0048219	biological_process	inter-Golgi cisterna vesicle-mediated transport	7	7	3	7	26
11442	GO:0072604	biological_process	interleukin-6 secretion	7	7	3	7	26
11443	GO:0051452	biological_process	intracellular pH reduction	7	12	11	12	44
11444	GO:0034986	molecular_function	iron chaperone activity	7	7	6	7	26
11445	GO:0043033	cellular_component	isoamylase complex	7	12	10	12	44
11446	GO:0009868	biological_process	jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway	7	10	9	10	37
11447	GO:0042851	biological_process	L-alanine metabolic process	7	7	3	7	26
11448	GO:0061710	molecular_function	L-threonylcarbamoyladenylate synthase	7	8	5	8	29
