go	ontology	name	genes_day	transcripts_day	proteins_day	total_day	total_day_CPM	genes_night	transcripts_night	proteins_night	total_night	total_night_CPM
GO:2000646	biological_process	positive regulation of receptor catabolic process	14	16	15	16	18	13	13	13	13	20
GO:0003680	molecular_function	AT DNA binding	12	15	14	15	17	13	13	8	13	20
GO:0010339	cellular_component	external side of cell wall	12	19	17	19	21	11	13	13	13	20
GO:0036098	biological_process	male germ-line stem cell population maintenance	12	12	4	12	13	13	13	6	13	20
GO:0060419	biological_process	heart growth	12	15	12	15	17	12	13	12	13	20
GO:0002091	biological_process	negative regulation of receptor internalization	11	12	10	12	13	11	13	11	13	20
GO:0002178	cellular_component	palmitoyltransferase complex	11	15	12	15	17	11	13	10	13	20
GO:0003871	molecular_function	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	11	11	6	11	12	13	13	6	13	20
GO:0004105	molecular_function	choline-phosphate cytidylyltransferase activity	11	11	10	11	12	13	13	10	13	20
GO:0009697	biological_process	salicylic acid biosynthetic process	11	12	8	12	13	13	13	6	13	20
GO:0010162	biological_process	seed dormancy process	11	11	8	11	12	12	13	10	13	20
GO:0016937	molecular_function	short-branched-chain-acyl-CoA dehydrogenase activity	11	11	7	11	12	12	13	11	13	20
GO:0019318	biological_process	hexose metabolic process	11	15	12	15	17	11	13	9	13	20
GO:0019841	molecular_function	retinol binding	11	12	12	12	13	12	13	11	13	20
GO:0061436	biological_process	establishment of skin barrier	11	12	10	12	13	12	13	8	13	20
GO:0070329	biological_process	tRNA seleno-modification	11	13	12	13	15	12	13	6	13	20
GO:1902064	biological_process	regulation of transcription from RNA polymerase II promoter involved in spermatogenesis	11	11	8	11	12	12	13	12	13	20
GO:1904837	biological_process	beta-catenin-TCF complex assembly	11	13	11	13	15	13	13	9	13	20
GO:1905039	biological_process	carboxylic acid transmembrane transport	11	11	6	11	12	13	13	11	13	20
GO:1990130	cellular_component	GATOR1 complex	11	17	13	17	19	10	13	11	13	20
GO:0004459	molecular_function	L-lactate dehydrogenase activity	10	10	7	10	11	13	13	7	13	20
GO:0019210	molecular_function	kinase inhibitor activity	10	13	10	13	15	11	13	8	13	20
GO:0019731	biological_process	antibacterial humoral response	10	11	2	11	12	13	13	5	13	20
GO:0042159	biological_process	lipoprotein catabolic process	10	10	7	10	11	11	13	6	13	20
GO:0043590	cellular_component	bacterial nucleoid	10	12	10	12	13	13	13	12	13	20
GO:0070406	molecular_function	glutamine binding	10	12	7	12	13	8	13	12	13	20
GO:0080049	molecular_function	L-gulono-1,4-lactone dehydrogenase activity	10	11	9	11	12	10	13	12	13	20
GO:0005987	biological_process	sucrose catabolic process	9	12	8	12	13	9	13	9	13	20
GO:0008329	molecular_function	signaling pattern recognition receptor activity	9	11	11	11	12	13	13	10	13	20
GO:0008616	biological_process	queuosine biosynthetic process	9	9	5	9	10	13	13	4	13	20
GO:0030366	molecular_function	molybdopterin synthase activity	9	9	5	9	10	13	13	8	13	20
GO:0047451	molecular_function	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	9	10	4	10	11	11	13	5	13	20
GO:0050891	biological_process	multicellular organismal water homeostasis	9	9	4	9	10	13	13	10	13	20
GO:0051272	biological_process	positive regulation of cellular component movement	9	12	9	12	13	13	13	9	13	20
GO:0005007	molecular_function	fibroblast growth factor-activated receptor activity	8	9	6	9	10	12	13	7	13	20
GO:0005275	molecular_function	amine transmembrane transporter activity	8	10	9	10	11	9	13	9	13	20
GO:0015824	biological_process	proline transport	8	11	10	11	12	13	13	11	13	20
GO:0042938	biological_process	dipeptide transport	8	25	21	25	28	8	13	10	13	20
GO:0046570	molecular_function	methylthioribulose 1-phosphate dehydratase activity	8	8	8	8	9	12	13	8	13	20
GO:0048846	biological_process	axon extension involved in axon guidance	8	8	5	8	9	13	13	7	13	20
GO:0090409	molecular_function	malonyl-CoA synthetase activity	8	8	5	8	9	13	13	10	13	20
GO:0090410	biological_process	malonate catabolic process	8	8	5	8	9	13	13	10	13	20
GO:0008748	molecular_function	N-ethylmaleimide reductase activity	7	7	5	7	8	13	13	9	13	20
GO:0034567	molecular_function	chromate reductase activity	7	7	5	7	8	13	13	9	13	20
GO:0030708	biological_process	germarium-derived female germ-line cyst encapsulation	4	4	4	4	4	12	13	9	13	20
GO:0004418	molecular_function	hydroxymethylbilane synthase activity	34	35	20	35	39	11	12	8	12	18
GO:0018160	biological_process	peptidyl-pyrromethane cofactor linkage	34	35	20	35	39	11	12	8	12	18
GO:0010359	biological_process	regulation of anion channel activity	32	34	25	34	38	12	12	10	12	18
GO:0043249	biological_process	erythrocyte maturation	30	32	25	32	36	12	12	10	12	18
GO:0071285	biological_process	cellular response to lithium ion	28	29	20	29	32	11	12	6	12	18
GO:0031523	cellular_component	Myb complex	26	28	15	28	31	11	12	9	12	18
GO:0043242	biological_process	negative regulation of protein complex disassembly	24	25	16	25	28	11	12	7	12	18
GO:0070845	biological_process	polyubiquitinated misfolded protein transport	24	25	16	25	28	11	12	7	12	18
GO:0070846	biological_process	Hsp90 deacetylation	24	25	16	25	28	11	12	7	12	18
GO:2000650	biological_process	negative regulation of sodium ion transmembrane transporter activity	24	29	20	29	32	11	12	11	12	18
GO:0001555	biological_process	oocyte growth	23	25	12	25	28	9	12	8	12	18
GO:0033327	biological_process	Leydig cell differentiation	23	26	20	26	29	12	12	10	12	18
GO:0048009	biological_process	insulin-like growth factor receptor signaling pathway	23	23	17	23	26	12	12	11	12	18
GO:0071918	biological_process	urea transmembrane transport	23	28	22	28	31	12	12	10	12	18
GO:0008376	molecular_function	acetylgalactosaminyltransferase activity	19	19	15	19	21	11	12	12	12	18
GO:0008417	molecular_function	fucosyltransferase activity	19	20	11	20	22	12	12	6	12	18
GO:0033169	biological_process	histone H3-K9 demethylation	19	21	14	21	24	12	12	9	12	18
GO:0035095	biological_process	behavioral response to nicotine	19	23	19	23	26	11	12	9	12	18
GO:0036477	cellular_component	somatodendritic compartment	19	21	20	21	24	12	12	11	12	18
GO:0098727	biological_process	maintenance of cell number	19	24	16	24	27	9	12	8	12	18
GO:0008608	biological_process	attachment of spindle microtubules to kinetochore	18	24	16	24	27	11	12	9	12	18
GO:0032888	biological_process	regulation of mitotic spindle elongation	17	21	13	21	24	8	12	11	12	18
GO:0000827	molecular_function	inositol-1,3,4,5,6-pentakisphosphate kinase activity	16	21	15	21	24	11	12	11	12	18
GO:0042045	biological_process	epithelial fluid transport	16	17	17	17	19	12	12	10	12	18
GO:0042158	biological_process	lipoprotein biosynthetic process	16	16	10	16	18	11	12	9	12	18
GO:0001018	molecular_function	mitochondrial promoter sequence-specific DNA binding	15	15	8	15	17	11	12	10	12	18
GO:0001704	biological_process	formation of primary germ layer	15	19	16	19	21	12	12	8	12	18
GO:0004639	molecular_function	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	15	18	15	18	20	8	12	10	12	18
GO:0008413	molecular_function	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity	15	16	12	16	18	11	12	10	12	18
GO:0015713	biological_process	phosphoglycerate transmembrane transport	15	17	9	17	19	11	12	4	12	18
GO:0030690	cellular_component	Noc1p-Noc2p complex	15	15	12	15	17	11	12	8	12	18
GO:0031934	cellular_component	mating-type region heterochromatin	15	16	11	16	18	12	12	7	12	18
GO:0051754	biological_process	meiotic sister chromatid cohesion, centromeric	15	16	9	16	18	11	12	10	12	18
GO:0052699	biological_process	ergothioneine biosynthetic process	15	17	13	17	19	10	12	11	12	18
GO:0052925	molecular_function	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	15	15	7	15	17	11	12	3	12	18
GO:0089707	biological_process	L-lysine transmembrane export from vacuole	15	21	19	21	24	9	12	12	12	18
GO:0089708	biological_process	L-histidine transmembrane export from vacuole	15	21	19	21	24	9	12	12	12	18
GO:0120147	molecular_function	Formylglycine-generating oxidase activity	15	17	11	17	19	12	12	7	12	18
GO:1990818	biological_process	L-arginine transmembrane export from vacuole	15	21	19	21	24	9	12	12	12	18
GO:0007549	biological_process	dosage compensation	14	16	14	16	18	11	12	12	12	18
GO:0030474	biological_process	spindle pole body duplication	14	16	15	16	18	12	12	8	12	18
GO:0031938	biological_process	regulation of chromatin silencing at telomere	14	18	14	18	20	12	12	12	12	18
GO:0034990	cellular_component	nuclear mitotic cohesin complex	14	16	11	16	18	11	12	7	12	18
GO:0036042	molecular_function	long-chain fatty acyl-CoA binding	14	14	7	14	16	12	12	4	12	18
GO:0043485	biological_process	endosome to pigment granule transport	14	14	12	14	16	11	12	11	12	18
GO:0048069	biological_process	eye pigmentation	14	14	12	14	16	11	12	11	12	18
GO:0051786	molecular_function	all-trans-retinol 13,14-reductase activity	14	22	19	22	25	11	12	12	12	18
GO:0060036	biological_process	notochord cell vacuolation	14	14	12	14	16	11	12	11	12	18
GO:1990247	molecular_function	N6-methyladenosine-containing RNA binding	14	16	10	16	18	11	12	9	12	18
GO:2000672	biological_process	negative regulation of motor neuron apoptotic process	14	14	8	14	16	11	12	9	12	18
GO:0006900	biological_process	vesicle budding from membrane	12	13	7	13	15	12	12	5	12	18
GO:0010476	biological_process	gibberellin mediated signaling pathway	12	13	5	13	15	12	12	6	12	18
GO:0030225	biological_process	macrophage differentiation	12	15	11	15	17	11	12	10	12	18
GO:0032042	biological_process	mitochondrial DNA metabolic process	12	16	15	16	18	11	12	11	12	18
GO:0032454	molecular_function	histone demethylase activity (H3-K9 specific)	12	14	8	14	16	12	12	8	12	18
GO:0061712	molecular_function	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	12	13	8	13	15	10	12	8	12	18
GO:0061759	molecular_function	alpha-ketoglutarate reductase activity	12	24	17	24	27	7	12	10	12	18
GO:0001817	biological_process	regulation of cytokine production	11	13	12	13	15	12	12	10	12	18
GO:0007308	biological_process	oocyte construction	11	11	7	11	12	11	12	9	12	18
GO:0007390	biological_process	germ-band shortening	11	11	7	11	12	12	12	4	12	18
GO:0050515	molecular_function	4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase activity	11	13	6	13	15	12	12	10	12	18
GO:0010817	biological_process	regulation of hormone levels	11	11	7	11	12	12	12	9	12	18
GO:0015014	biological_process	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	11	11	9	11	12	12	12	9	12	18
GO:0015129	molecular_function	lactate transmembrane transporter activity	11	11	11	11	12	12	12	11	12	18
GO:0017102	cellular_component	methionyl glutamyl tRNA synthetase complex	11	11	7	11	12	9	12	8	12	18
GO:0030727	biological_process	germarium-derived female germ-line cyst formation	11	11	7	11	12	11	12	9	12	18
GO:0032039	cellular_component	integrator complex	11	11	8	11	12	12	12	10	12	18
GO:0032468	biological_process	Golgi calcium ion homeostasis	11	15	13	15	17	10	12	12	12	18
GO:0032957	biological_process	inositol trisphosphate metabolic process	11	11	7	11	12	12	12	8	12	18
GO:0036168	biological_process	filamentous growth of a population of unicellular organisms in response to heat	11	16	14	16	18	11	12	10	12	18
GO:0045295	molecular_function	gamma-catenin binding	11	11	9	11	12	11	12	11	12	18
GO:0060219	biological_process	camera-type eye photoreceptor cell differentiation	11	15	13	15	17	11	12	10	12	18
GO:0061474	cellular_component	phagolysosome membrane	11	13	9	13	15	11	12	8	12	18
GO:0061611	biological_process	mannose to fructose-6-phosphate metabolic process	11	11	8	11	12	12	12	8	12	18
GO:0072494	cellular_component	host multivesicular body	11	11	5	11	12	12	12	4	12	18
GO:0086013	biological_process	membrane repolarization during cardiac muscle cell action potential	11	16	16	16	18	11	12	12	12	18
GO:1903457	biological_process	lactate catabolic process	11	13	10	13	15	12	12	9	12	18
GO:0001193	biological_process	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter	10	12	9	12	13	10	12	8	12	18
GO:0002281	biological_process	macrophage activation involved in immune response	10	10	8	10	11	12	12	11	12	18
GO:0002433	biological_process	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	10	10	6	10	11	12	12	4	12	18
GO:0008892	molecular_function	guanine deaminase activity	10	14	11	14	16	12	12	11	12	18
GO:0035293	biological_process	chitin-based larval cuticle pattern formation	10	11	9	11	12	11	12	9	12	18
GO:0098915	biological_process	membrane repolarization during ventricular cardiac muscle cell action potential	10	13	13	13	15	11	12	12	12	18
GO:0007263	biological_process	nitric oxide mediated signal transduction	9	10	8	10	11	11	12	10	12	18
GO:0016333	biological_process	morphogenesis of follicular epithelium	9	11	9	11	12	11	12	7	12	18
GO:0045602	biological_process	negative regulation of endothelial cell differentiation	9	10	10	10	11	11	12	12	12	18
GO:0099151	biological_process	regulation of postsynaptic density assembly	9	11	10	11	12	12	12	12	12	18
GO:1904649	biological_process	regulation of fat cell apoptotic process	9	12	10	12	13	12	12	11	12	18
GO:0004703	molecular_function	G protein-coupled receptor kinase activity	8	8	4	8	9	11	12	9	12	18
GO:0007077	biological_process	mitotic nuclear envelope disassembly	8	8	7	8	9	12	12	9	12	18
GO:0045338	biological_process	farnesyl diphosphate metabolic process	8	13	13	13	15	10	12	9	12	18
GO:0050325	molecular_function	tauropine dehydrogenase activity	8	13	9	13	15	3	12	11	12	18
GO:0090740	cellular_component	integral component of pigment granule membrane	8	10	9	10	11	8	12	8	12	18
GO:0097368	biological_process	establishment of Sertoli cell barrier	8	8	5	8	9	10	12	7	12	18
GO:0097427	cellular_component	microtubule bundle	8	8	7	8	9	11	12	12	12	18
GO:0006150	biological_process	hypoxanthine oxidation	7	8	6	8	9	12	12	10	12	18
GO:0014047	biological_process	glutamate secretion	7	7	7	7	8	12	12	6	12	18
GO:0019780	molecular_function	FAT10 activating enzyme activity	7	7	3	7	8	10	12	4	12	18
GO:0050136	molecular_function	NADH dehydrogenase (quinone) activity	7	10	5	10	11	9	12	5	12	18
GO:0008558	molecular_function	ATPase-coupled guanine transmembrane transporter activity	6	8	8	8	9	8	12	8	12	18
GO:0035171	biological_process	lamellocyte differentiation	6	6	6	6	7	11	12	7	12	18
GO:0042332	biological_process	gravitaxis	6	8	8	8	9	8	12	8	12	18
GO:0042441	biological_process	eye pigment metabolic process	6	8	8	8	9	8	12	8	12	18
GO:0048770	cellular_component	pigment granule	6	8	8	8	9	8	12	8	12	18
GO:0051615	biological_process	histamine uptake	6	8	8	8	9	8	12	8	12	18
GO:0070731	biological_process	cGMP transport	6	8	8	8	9	8	12	8	12	18
GO:1902979	biological_process	mitotic DNA replication termination	6	9	9	9	10	11	12	8	12	18
GO:1905948	molecular_function	ATPase-coupled 3,5-cyclic GMP transmembrane transporter activity	6	8	8	8	9	8	12	8	12	18
GO:0006115	biological_process	ethanol biosynthetic process	4	5	5	5	6	11	12	10	12	18
GO:0036515	biological_process	serotonergic neuron axon guidance	4	4	4	4	4	12	12	12	12	18
GO:0004349	molecular_function	glutamate 5-kinase activity	28	30	20	30	34	11	11	10	11	17
GO:0003886	molecular_function	DNA (cytosine-5-)-methyltransferase activity	24	26	16	26	29	11	11	9	11	17
GO:0014701	cellular_component	junctional sarcoplasmic reticulum membrane	24	26	20	26	29	10	11	9	11	17
GO:0015853	biological_process	adenine transport	24	24	18	24	27	11	11	8	11	17
GO:0070012	molecular_function	oligopeptidase activity	23	23	12	23	26	11	11	5	11	17
GO:0099074	biological_process	mitochondrion to lysosome transport	23	23	19	23	26	10	11	8	11	17
GO:0006595	biological_process	polyamine metabolic process	20	20	15	20	22	11	11	7	11	17
GO:0031545	molecular_function	peptidyl-proline 4-dioxygenase activity	20	22	17	22	25	11	11	10	11	17
GO:0031639	biological_process	plasminogen activation	20	22	15	22	25	8	11	11	11	17
GO:0002088	biological_process	lens development in camera-type eye	19	20	20	20	22	11	11	9	11	17
GO:0002710	biological_process	negative regulation of T cell mediated immunity	19	21	17	21	24	11	11	9	11	17
GO:0004588	molecular_function	orotate phosphoribosyltransferase activity	19	23	14	23	26	9	11	9	11	17
GO:0005757	cellular_component	mitochondrial permeability transition pore complex	19	23	13	23	26	10	11	7	11	17
GO:0007042	biological_process	lysosomal lumen acidification	19	24	17	24	27	8	11	9	11	17
GO:0009108	biological_process	coenzyme biosynthetic process	19	20	13	20	22	11	11	9	11	17
GO:0016277	molecular_function	[myelin basic protein]-arginine N-methyltransferase activity	19	24	16	24	27	9	11	10	11	17
GO:0016715	molecular_function	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	19	21	16	21	24	11	11	9	11	17
GO:0033746	molecular_function	histone demethylase activity (H3-R2 specific)	19	24	20	24	27	10	11	7	11	17
GO:0042586	molecular_function	peptide deformylase activity	19	20	13	20	22	11	11	9	11	17
GO:0043007	biological_process	maintenance of rDNA	19	20	15	20	22	11	11	6	11	17
GO:0043276	biological_process	anoikis	19	20	15	20	22	11	11	10	11	17
GO:0070079	biological_process	histone H4-R3 demethylation	19	24	20	24	27	10	11	7	11	17
GO:0099580	molecular_function	ion antiporter activity involved in regulation of postsynaptic membrane potential	19	22	19	22	25	11	11	7	11	17
GO:0102264	molecular_function	tRNA-dihydrouridine20 synthase activity	19	19	9	19	21	11	11	8	11	17
GO:1900045	biological_process	negative regulation of protein K63-linked ubiquitination	19	22	17	22	25	9	11	11	11	17
GO:0047627	molecular_function	adenylylsulfatase activity	18	24	21	24	27	9	11	10	11	17
GO:1902417	molecular_function	(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity	18	19	13	19	21	11	11	7	11	17
GO:1902418	biological_process	(+)-abscisic acid D-glucopyranosyl ester transmembrane transport	18	19	13	19	21	11	11	7	11	17
GO:0009404	biological_process	toxin metabolic process	17	26	19	26	29	8	11	8	11	17
GO:0000196	biological_process	cell wall integrity MAPK cascade	16	17	10	17	19	11	11	7	11	17
GO:0004500	molecular_function	dopamine beta-monooxygenase activity	16	16	12	16	18	11	11	9	11	17
GO:0035118	biological_process	embryonic pectoral fin morphogenesis	16	16	16	16	18	11	11	11	11	17
GO:0042490	biological_process	mechanoreceptor differentiation	16	16	8	16	18	8	11	9	11	17
GO:0060322	biological_process	head development	16	16	12	16	18	11	11	10	11	17
GO:0075341	cellular_component	host cell PML body	16	17	13	17	19	11	11	9	11	17
GO:0004164	molecular_function	diphthine synthase activity	15	15	12	15	17	10	11	7	11	17
GO:0016618	molecular_function	hydroxypyruvate reductase activity	15	15	7	15	17	11	11	6	11	17
GO:0019778	molecular_function	Atg12 activating enzyme activity	15	16	15	16	18	11	11	7	11	17
GO:0030047	biological_process	actin modification	15	18	15	18	20	11	11	10	11	17
GO:0030223	biological_process	neutrophil differentiation	15	20	16	20	22	11	11	8	11	17
GO:0030835	biological_process	negative regulation of actin filament depolymerization	15	16	15	16	18	11	11	8	11	17
GO:0046651	biological_process	lymphocyte proliferation	15	25	20	25	28	8	11	9	11	17
GO:0047952	molecular_function	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	15	16	10	16	18	10	11	4	11	17
GO:0060151	biological_process	peroxisome localization	15	15	7	15	17	11	11	6	11	17
GO:0098770	molecular_function	FBXO family protein binding	15	17	12	17	19	10	11	6	11	17
GO:1902045	biological_process	negative regulation of Fas signaling pathway	15	17	16	17	19	8	11	10	11	17
GO:0002024	biological_process	diet induced thermogenesis	14	14	12	14	16	11	11	11	11	17
GO:0004778	molecular_function	succinyl-CoA hydrolase activity	14	15	9	15	17	9	11	9	11	17
GO:0043229	cellular_component	intracellular organelle	14	14	9	14	16	11	11	4	11	17
GO:0047940	molecular_function	glucuronokinase activity	14	15	15	15	17	11	11	8	11	17
GO:0060391	biological_process	positive regulation of SMAD protein signal transduction	14	19	17	19	21	9	11	10	11	17
GO:0061684	biological_process	chaperone-mediated autophagy	14	14	11	14	16	11	11	9	11	17
GO:0097197	cellular_component	tetraspanin-enriched microdomain	14	18	18	18	20	9	11	10	11	17
GO:0097525	cellular_component	spliceosomal snRNP complex	14	18	13	18	20	9	11	8	11	17
GO:1901097	biological_process	negative regulation of autophagosome maturation	14	17	14	17	19	11	11	9	11	17
GO:1990753	cellular_component	equatorial cell cortex	14	18	12	18	20	11	11	8	11	17
GO:0006757	biological_process	ATP generation from ADP	12	13	11	13	15	11	11	7	11	17
GO:0008465	molecular_function	glycerate dehydrogenase activity	12	12	10	12	13	11	11	6	11	17
GO:0008891	molecular_function	glycolate oxidase activity	12	17	10	17	19	11	11	6	11	17
GO:0019471	biological_process	4-hydroxyproline metabolic process	12	13	4	13	15	11	11	6	11	17
GO:0031017	biological_process	exocrine pancreas development	12	12	5	12	13	11	11	8	11	17
GO:0042166	molecular_function	acetylcholine binding	12	12	11	12	13	9	11	11	11	17
GO:0044610	molecular_function	FMN transmembrane transporter activity	12	16	14	16	18	10	11	9	11	17
GO:0098504	biological_process	DNA 3 dephosphorylation involved in DNA repair	12	18	13	18	20	9	11	8	11	17
GO:0061568	biological_process	GDP phosphorylation	12	13	11	13	15	11	11	7	11	17
GO:0061732	biological_process	mitochondrial acetyl-CoA biosynthetic process from pyruvate	12	12	10	12	13	9	11	9	11	17
GO:0090150	biological_process	establishment of protein localization to membrane	12	12	9	12	13	10	11	4	11	17
GO:0098912	biological_process	membrane depolarization during atrial cardiac muscle cell action potential	12	13	13	13	15	9	11	10	11	17
GO:0004424	molecular_function	imidazoleglycerol-phosphate dehydratase activity	11	13	10	13	15	11	11	8	11	17
GO:0004441	molecular_function	inositol-1,4-bisphosphate 1-phosphatase activity	11	12	7	12	13	11	11	5	11	17
GO:0005818	cellular_component	aster	11	13	9	13	15	8	11	9	11	17
GO:0006592	biological_process	ornithine biosynthetic process	11	13	12	13	15	9	11	6	11	17
GO:0019484	biological_process	beta-alanine catabolic process	11	11	7	11	12	11	11	6	11	17
GO:0030595	biological_process	leukocyte chemotaxis	11	17	11	17	19	9	11	10	11	17
GO:0032269	biological_process	negative regulation of cellular protein metabolic process	11	16	16	16	18	8	11	10	11	17
GO:0035518	biological_process	histone H2A monoubiquitination	11	11	5	11	12	11	11	6	11	17
GO:0044650	biological_process	adhesion of symbiont to host cell	11	26	21	26	29	7	11	9	11	17
GO:0045144	biological_process	meiotic sister chromatid segregation	11	16	13	16	18	11	11	6	11	17
GO:0061065	biological_process	regulation of dauer larval development	11	24	19	24	27	4	11	9	11	17
GO:0086011	biological_process	membrane repolarization during action potential	11	16	16	16	18	10	11	11	11	17
GO:0140146	biological_process	calcium ion import into vacuole	11	17	16	17	19	3	11	11	11	17
GO:1900140	biological_process	regulation of seedling development	11	12	8	12	13	9	11	10	11	17
GO:1901675	biological_process	negative regulation of histone H3-K27 acetylation	11	11	7	11	12	11	11	8	11	17
GO:1901925	biological_process	negative regulation of protein import into nucleus during spindle assembly checkpoint	11	16	13	16	18	11	11	6	11	17
GO:1905869	biological_process	negative regulation of 3-UTR-mediated mRNA stabilization	11	13	9	13	15	7	11	10	11	17
GO:0002086	biological_process	diaphragm contraction	10	10	8	10	11	10	11	9	11	17
GO:0004106	molecular_function	chorismate mutase activity	10	14	10	14	16	8	11	6	11	17
GO:0008789	molecular_function	altronate dehydratase activity	10	15	13	15	17	7	11	11	11	17
GO:0010216	biological_process	maintenance of DNA methylation	10	13	10	13	15	10	11	6	11	17
GO:0010338	biological_process	leaf formation	10	14	8	14	16	8	11	4	11	17
GO:0018315	biological_process	molybdenum incorporation into molybdenum-molybdopterin complex	10	10	4	10	11	11	11	4	11	17
GO:0032835	biological_process	glomerulus development	10	10	5	10	11	11	11	9	11	17
GO:0035457	biological_process	cellular response to interferon-alpha	10	13	11	13	15	11	11	11	11	17
GO:0047810	molecular_function	D-alanine:2-oxoglutarate aminotransferase activity	10	14	14	14	16	5	11	11	11	17
GO:1902937	cellular_component	inward rectifier potassium channel complex	10	13	13	13	15	10	11	11	11	17
GO:1902977	biological_process	mitotic DNA replication preinitiation complex assembly	10	14	12	14	16	11	11	11	11	17
GO:1905198	biological_process	manchette assembly	10	12	9	12	13	10	11	9	11	17
GO:0004632	molecular_function	phosphopantothenate--cysteine ligase activity	9	9	6	9	10	11	11	9	11	17
GO:0006579	biological_process	amino-acid betaine catabolic process	9	16	15	16	18	9	11	10	11	17
GO:0016430	molecular_function	tRNA (adenine-N6-)-methyltransferase activity	9	9	7	9	10	10	11	9	11	17
GO:0042982	biological_process	amyloid precursor protein metabolic process	9	9	8	9	10	9	11	10	11	17
GO:0046597	biological_process	negative regulation of viral entry into host cell	9	12	10	12	13	11	11	7	11	17
GO:0008160	molecular_function	protein tyrosine phosphatase activator activity	8	9	8	9	10	9	11	9	11	17
GO:0008205	biological_process	ecdysone metabolic process	8	9	6	9	10	11	11	6	11	17
GO:0008817	molecular_function	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	8	8	7	8	9	11	11	9	11	17
GO:0015193	molecular_function	L-proline transmembrane transporter activity	8	9	6	9	10	11	11	8	11	17
GO:0015254	molecular_function	glycerol channel activity	8	8	6	8	9	11	11	5	11	17
GO:0035214	biological_process	eye-antennal disc development	8	8	8	8	9	10	11	7	11	17
GO:0047022	molecular_function	7-beta-hydroxysteroid dehydrogenase (NADP+) activity	8	9	6	9	10	11	11	6	11	17
GO:0052895	molecular_function	N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity	8	9	7	9	10	8	11	9	11	17
GO:1901352	biological_process	negative regulation of phosphatidylglycerol biosynthetic process	8	8	8	8	9	11	11	10	11	17
GO:1903251	biological_process	multi-ciliated epithelial cell differentiation	8	12	11	12	13	10	11	9	11	17
GO:0002407	biological_process	dendritic cell chemotaxis	7	7	4	7	8	10	11	7	11	17
GO:0004578	molecular_function	chitobiosyldiphosphodolichol beta-mannosyltransferase activity	7	8	6	8	9	11	11	7	11	17
GO:0017086	cellular_component	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex	7	7	6	7	8	11	11	7	11	17
GO:0043648	biological_process	dicarboxylic acid metabolic process	7	7	5	7	8	11	11	7	11	17
GO:0060571	biological_process	morphogenesis of an epithelial fold	7	7	5	7	8	10	11	7	11	17
GO:0097635	cellular_component	extrinsic component of autophagosome membrane	7	8	7	8	9	11	11	8	11	17
GO:0009107	biological_process	lipoate biosynthetic process	6	8	8	8	9	10	11	5	11	17
GO:0043545	biological_process	molybdopterin cofactor metabolic process	6	6	5	6	7	8	11	6	11	17
GO:0061750	molecular_function	acid sphingomyelin phosphodiesterase activity	6	7	5	7	8	8	11	5	11	17
GO:1905742	cellular_component	Ras guanyl-nucleotide exchange factor complex	6	7	4	7	8	9	11	8	11	17
GO:0120010	biological_process	intermembrane phospholipid transfer	24	33	26	33	37	9	10	10	10	15
GO:1990452	cellular_component	Parkin-FBXW7-Cul1 ubiquitin ligase complex	23	23	17	23	26	9	10	9	10	15
GO:0080181	biological_process	lateral root branching	19	19	10	19	21	10	10	5	10	15
GO:0120160	molecular_function	intraciliary transport particle A binding	19	23	19	23	26	9	10	9	10	15
GO:0140107	molecular_function	high-affinity potassium ion transmembrane transporter activity	19	21	20	21	24	10	10	8	10	15
GO:0009168	biological_process	purine ribonucleoside monophosphate biosynthetic process	17	19	15	19	21	8	10	7	10	15
GO:0010820	biological_process	positive regulation of T cell chemotaxis	17	19	16	19	21	9	10	9	10	15
GO:0010939	biological_process	regulation of necrotic cell death	17	21	10	21	24	9	10	5	10	15
GO:0004423	molecular_function	iduronate-2-sulfatase activity	16	17	11	17	19	10	10	10	10	15
GO:0030057	cellular_component	desmosome	16	16	14	16	18	10	10	8	10	15
GO:0042167	biological_process	heme catabolic process	16	23	21	23	26	10	10	7	10	15
GO:0051601	biological_process	exocyst localization	16	18	12	18	20	10	10	8	10	15
GO:0071633	molecular_function	dihydroceramidase activity	16	16	14	16	18	10	10	9	10	15
GO:0000733	biological_process	DNA strand renaturation	15	15	10	15	17	10	10	7	10	15
