	go	ontology	name	genes	transcripts	proteins	total	total_CPM
8422	GO:0043243	biological_process	positive regulation of protein complex disassembly	11	13	11	13	67.02032778
8423	GO:1904781	biological_process	positive regulation of protein localization to centrosome	11	11	7	11	56.70950812
8424	GO:1902527	biological_process	positive regulation of protein monoubiquitination	11	12	7	12	61.86491795
8425	GO:0031031	biological_process	positive regulation of septation initiation signaling	11	12	7	12	61.86491795
8426	GO:1904206	biological_process	positive regulation of skeletal muscle hypertrophy	11	12	8	12	61.86491795
8427	GO:2000738	biological_process	positive regulation of stem cell differentiation	11	11	8	11	56.70950812
8428	GO:1904278	biological_process	positive regulation of wax biosynthetic process	11	12	6	12	61.86491795
8429	GO:1903691	biological_process	positive regulation of wound healing, spreading of epidermal cells	11	12	8	12	61.86491795
8430	GO:0004659	molecular_function	prenyltransferase activity	11	13	9	13	67.02032778
8431	GO:0048787	cellular_component	presynaptic active zone membrane	11	11	10	11	56.70950812
8432	GO:0098833	cellular_component	presynaptic endocytic zone	11	11	11	11	56.70950812
8433	GO:0036062	cellular_component	presynaptic periactive zone	11	11	5	11	56.70950812
8434	GO:1990405	molecular_function	protein antigen binding	11	12	8	12	61.86491795
8435	GO:0008426	molecular_function	protein kinase C inhibitor activity	11	11	2	11	56.70950812
8436	GO:0090251	biological_process	protein localization involved in establishment of planar polarity	11	11	8	11	56.70950812
8437	GO:0030296	molecular_function	protein tyrosine kinase activator activity	11	12	10	12	61.86491795
8438	GO:0071569	biological_process	protein ufmylation	11	12	10	12	61.86491795
8439	GO:0019153	molecular_function	protein-disulfide reductase (glutathione) activity	11	12	10	12	61.86491795
8440	GO:0070737	molecular_function	protein-glycine ligase activity, elongating	11	11	5	11	56.70950812
8441	GO:0035073	biological_process	pupariation	11	11	4	11	56.70950812
8442	GO:0043849	molecular_function	Ras palmitoyltransferase activity	11	13	10	13	67.02032778
8443	GO:0000182	molecular_function	rDNA binding	11	12	10	12	61.86491795
8444	GO:0030159	molecular_function	receptor signaling complex adaptor activity	11	11	11	11	56.70950812
8445	GO:0090335	biological_process	regulation of brown fat cell differentiation	11	12	8	12	61.86491795
8446	GO:0043610	biological_process	regulation of carbohydrate utilization	11	12	8	12	61.86491795
8447	GO:0033044	biological_process	regulation of chromosome organization	11	11	9	11	56.70950812
8448	GO:1902950	biological_process	regulation of dendritic spine maintenance	11	12	8	12	61.86491795
8449	GO:0035303	biological_process	regulation of dephosphorylation	11	12	9	12	61.86491795
8450	GO:1905815	biological_process	regulation of dorsal/ventral axon guidance	11	11	5	11	56.70950812
8451	GO:0051600	biological_process	regulation of endocytosis by exocyst localization	11	11	6	11	56.70950812
8452	GO:1900101	biological_process	regulation of endoplasmic reticulum unfolded protein response	11	12	9	12	61.86491795
8453	GO:1903551	biological_process	regulation of extracellular exosome assembly	11	14	14	14	72.17573761
8454	GO:1903358	biological_process	regulation of Golgi organization	11	11	7	11	56.70950812
8455	GO:0035330	biological_process	regulation of hippo signaling	11	11	7	11	56.70950812
8456	GO:0033157	biological_process	regulation of intracellular protein transport	11	11	5	11	56.70950812
8457	GO:0014916	biological_process	regulation of lung blood pressure	11	15	14	15	77.33114744
8458	GO:0043030	biological_process	regulation of macrophage activation	11	11	4	11	56.70950812
8459	GO:0051445	biological_process	regulation of meiotic cell cycle	11	11	6	11	56.70950812
8460	GO:2000291	biological_process	regulation of myoblast proliferation	11	12	12	12	61.86491795
8461	GO:0035507	biological_process	regulation of myosin-light-chain-phosphatase activity	11	12	9	12	61.86491795
8462	GO:1902692	biological_process	regulation of neuroblast proliferation	11	12	8	12	61.86491795
8463	GO:1900151	biological_process	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	11	14	12	14	72.17573761
8464	GO:0046620	biological_process	regulation of organ growth	11	12	10	12	61.86491795
8465	GO:0033135	biological_process	regulation of peptidyl-serine phosphorylation	11	11	8	11	56.70950812
8466	GO:0060304	biological_process	regulation of phosphatidylinositol dephosphorylation	11	12	6	12	61.86491795
8467	GO:0071071	biological_process	regulation of phospholipid biosynthetic process	11	12	8	12	61.86491795
8468	GO:0010835	biological_process	regulation of protein ADP-ribosylation	11	13	8	13	67.02032778
8469	GO:0043254	biological_process	regulation of protein complex assembly	11	11	9	11	56.70950812
8470	GO:0035304	biological_process	regulation of protein dephosphorylation	11	11	8	11	56.70950812
8471	GO:0090085	biological_process	regulation of protein deubiquitination	11	11	11	11	56.70950812
8472	GO:0031272	biological_process	regulation of pseudopodium assembly	11	11	8	11	56.70950812
8473	GO:0035020	biological_process	regulation of Rac protein signal transduction	11	11	9	11	56.70950812
8474	GO:0060297	biological_process	regulation of sarcomere organization	11	11	8	11	56.70950812
8475	GO:1905489	biological_process	regulation of sensory neuron axon guidance	11	11	5	11	56.70950812
8476	GO:2001014	biological_process	regulation of skeletal muscle cell differentiation	11	11	7	11	56.70950812
8477	GO:0042509	biological_process	regulation of tyrosine phosphorylation of STAT protein	11	11	9	11	56.70950812
8478	GO:0003056	biological_process	regulation of vascular smooth muscle contraction	11	11	8	11	56.70950812
8479	GO:0003097	biological_process	renal water transport	11	17	16	17	87.6419671
8480	GO:0072347	biological_process	response to anesthetic	11	11	9	11	56.70950812
8481	GO:1905377	biological_process	response to D-galactose	11	15	14	15	77.33114744
8482	GO:0046680	biological_process	response to DDT	11	11	7	11	56.70950812
8483	GO:0034698	biological_process	response to gonadotropin	11	12	10	12	61.86491795
8484	GO:0034606	biological_process	response to hermaphrodite contact	11	11	11	11	56.70950812
8485	GO:0035456	biological_process	response to interferon-beta	11	14	11	14	72.17573761
8486	GO:0010167	biological_process	response to nitrate	11	12	6	12	61.86491795
8487	GO:1901355	biological_process	response to rapamycin	11	11	6	11	56.70950812
8488	GO:0004744	molecular_function	retinal isomerase activity	11	21	21	21	108.2636064
8489	GO:0009349	cellular_component	riboflavin synthase complex	11	13	8	13	67.02032778
8490	GO:0070578	cellular_component	RISC-loading complex	11	12	12	12	61.86491795
8491	GO:0000994	molecular_function	RNA polymerase III core binding	11	14	11	14	72.17573761
8492	GO:0018144	biological_process	RNA-protein covalent cross-linking	11	11	5	11	56.70950812
8493	GO:0048829	biological_process	root cap development	11	13	11	13	67.02032778
8494	GO:0017061	molecular_function	S-methyl-5-thioadenosine phosphorylase activity	11	11	10	11	56.70950812
8495	GO:0007431	biological_process	salivary gland development	11	12	7	12	61.86491795
8496	GO:0044550	biological_process	secondary metabolite biosynthetic process	11	11	8	11	56.70950812
8497	GO:0010223	biological_process	secondary shoot formation	11	11	9	11	56.70950812
8498	GO:0061912	biological_process	selective autophagy	11	14	11	14	72.17573761
8499	GO:0004756	molecular_function	selenide, water dikinase activity	11	12	7	12	61.86491795
8500	GO:0030215	molecular_function	semaphorin receptor binding	11	11	8	11	56.70950812
8501	GO:0072520	biological_process	seminiferous tubule development	11	11	4	11	56.70950812
8502	GO:0042989	biological_process	sequestering of actin monomers	11	14	9	14	72.17573761
8503	GO:0017059	cellular_component	serine C-palmitoyltransferase complex	11	11	11	11	56.70950812
8504	GO:0061843	biological_process	Sertoli cell barrier remodeling	11	12	10	12	61.86491795
8505	GO:0034967	cellular_component	Set3 complex	11	11	9	11	56.70950812
8506	GO:0071171	biological_process	site-specific DNA replication termination at RTS1 barrier	11	12	8	12	61.86491795
8507	GO:0070990	molecular_function	snRNP binding	11	13	12	13	67.02032778
8508	GO:0008554	molecular_function	sodium transmembrane transporter activity, phosphorylative mechanism	11	11	7	11	56.70950812
8509	GO:0015321	molecular_function	sodium-dependent phosphate transmembrane transporter activity	11	11	7	11	56.70950812
8510	GO:0097224	cellular_component	sperm connecting piece	11	12	7	12	61.86491795
8511	GO:0061827	cellular_component	sperm head	11	12	7	12	61.86491795
8512	GO:0007057	biological_process	spindle assembly involved in female meiosis I	11	12	8	12	61.86491795
8513	GO:0004506	molecular_function	squalene monooxygenase activity	11	12	9	12	61.86491795
8514	GO:0048455	biological_process	stamen formation	11	11	7	11	56.70950812
8515	GO:0055092	biological_process	sterol homeostasis	11	11	5	11	56.70950812
8516	GO:0120174	biological_process	stress-induced homeostatically regulated protein degradation pathway	11	13	9	13	67.02032778
8517	GO:0035003	cellular_component	subapical complex	11	12	6	12	61.86491795
8518	GO:0015770	biological_process	sucrose transport	11	18	16	18	92.79737693
8519	GO:0020003	cellular_component	symbiont-containing vacuole	11	20	20	20	103.1081966
8520	GO:0002296	biological_process	T-helper 1 cell lineage commitment	11	12	8	12	61.86491795
8521	GO:0061571	biological_process	TDP phosphorylation	11	11	7	11	56.70950812
8522	GO:1902896	biological_process	terminal web assembly	11	11	8	11	56.70950812
8523	GO:0052837	biological_process	thiazole biosynthetic process	11	12	6	12	61.86491795
8524	GO:0004795	molecular_function	threonine synthase activity	11	14	10	14	72.17573761
8525	GO:0006384	biological_process	transcription initiation from RNA polymerase III promoter	11	14	9	14	72.17573761
8526	GO:0005160	molecular_function	transforming growth factor beta receptor binding	11	11	10	11	56.70950812
8527	GO:0019226	biological_process	transmission of nerve impulse	11	11	7	11	56.70950812
8528	GO:0016423	molecular_function	tRNA (guanine) methyltransferase activity	11	11	4	11	56.70950812
8529	GO:0000971	biological_process	tRNA exon ligation utilizing 2,3 cyclic phosphate of 5-exon as source of linkage phosphate	11	16	13	16	82.48655727
1924	GO:0034473	biological_process	U1 snRNA 3-end processing	11	11	7	11	56.70950812
8532	GO:0035370	cellular_component	UBC13-UEV1A complex	11	11	7	11	56.70950812
8533	GO:0061569	biological_process	UDP phosphorylation	11	11	7	11	56.70950812
8534	GO:0015789	biological_process	UDP-N-acetylgalactosamine transmembrane transport	11	11	11	11	56.70950812
8535	GO:0045322	molecular_function	unmethylated CpG binding	11	11	8	11	56.70950812
8536	GO:0043419	biological_process	urea catabolic process	11	11	5	11	56.70950812
8537	GO:0015840	biological_process	urea transport	11	11	5	11	56.70950812
8538	GO:0034461	biological_process	uropod retraction	11	11	8	11	56.70950812
8539	GO:0099041	biological_process	vesicle tethering to Golgi	11	11	11	11	56.70950812
8540	GO:1902282	molecular_function	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	11	12	12	12	61.86491795
8541	GO:0034608	biological_process	vulval location	11	11	11	11	56.70950812
8542	GO:0000805	cellular_component	X chromosome	11	12	12	12	61.86491795
8543	GO:0030794	molecular_function	(S)-coclaurine-N-methyltransferase activity	10	11	7	11	56.70950812
8544	GO:0043715	molecular_function	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity	10	11	7	11	56.70950812
8545	GO:0043716	molecular_function	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity	10	11	7	11	56.70950812
8546	GO:0000253	molecular_function	3-keto sterol reductase activity	10	10	5	10	51.55409829
8547	GO:0008124	molecular_function	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	10	11	8	11	56.70950812
8548	GO:0008840	molecular_function	4-hydroxy-tetrahydrodipicolinate synthase	10	10	9	10	51.55409829
8549	GO:0004155	molecular_function	6,7-dihydropteridine reductase activity	10	12	9	12	61.86491795
8550	GO:0010427	molecular_function	abscisic acid binding	10	14	8	14	72.17573761
8551	GO:1905502	molecular_function	acetyl-CoA binding	10	10	6	10	51.55409829
8552	GO:0008521	molecular_function	acetyl-CoA transmembrane transporter activity	10	10	8	10	51.55409829
8553	GO:0008777	molecular_function	acetylornithine deacetylase activity	10	12	8	12	61.86491795
8554	GO:0043874	molecular_function	acireductone synthase activity	10	11	7	11	56.70950812
8555	GO:0033275	biological_process	actin-myosin filament sliding	10	10	8	10	51.55409829
8556	GO:0006953	biological_process	acute-phase response	10	15	13	15	77.33114744
8557	GO:0000754	biological_process	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	10	10	5	10	51.55409829
8558	GO:0046085	biological_process	adenosine metabolic process	10	12	9	12	61.86491795
8559	GO:0043178	molecular_function	alcohol binding	10	10	6	10	51.55409829
8560	GO:0004039	molecular_function	allophanate hydrolase activity	10	11	8	11	56.70950812
8561	GO:0000136	cellular_component	alpha-1,6-mannosyltransferase complex	10	11	8	11	56.70950812
8562	GO:0008111	molecular_function	alpha-methylacyl-CoA racemase activity	10	10	4	10	51.55409829
8563	GO:0071929	biological_process	alpha-tubulin acetylation	10	10	8	10	51.55409829
8564	GO:0021764	biological_process	amygdala development	10	12	4	12	61.86491795
8565	GO:0009948	biological_process	anterior/posterior axis specification	10	11	8	11	56.70950812
8566	GO:0035612	molecular_function	AP-2 adaptor complex binding	10	11	8	11	56.70950812
8567	GO:0102966	molecular_function	arachidoyl-CoA:1-dodecanol O-acyltransferase activity	10	12	11	12	61.86491795
8568	GO:1901684	biological_process	arsenate ion transmembrane transport	10	11	7	11	56.70950812
8569	GO:0030791	molecular_function	arsenite methyltransferase activity	10	11	6	11	56.70950812
8570	GO:0031321	biological_process	ascospore-type prospore assembly	10	10	5	10	51.55409829
8571	GO:0016255	biological_process	attachment of GPI anchor to protein	10	10	7	10	51.55409829
8572	GO:0006288	biological_process	base-excision repair, DNA ligation	10	10	10	10	51.55409829
8573	GO:0015174	molecular_function	basic amino acid transmembrane transporter activity	10	10	6	10	51.55409829
8574	GO:0002276	biological_process	basophil activation involved in immune response	10	12	10	12	61.86491795
8575	GO:0048266	biological_process	behavioral response to pain	10	10	7	10	51.55409829
8576	GO:0042595	biological_process	behavioral response to starvation	10	16	14	16	82.48655727
8577	GO:0060020	biological_process	Bergmann glial cell differentiation	10	10	8	10	51.55409829
8578	GO:0008798	molecular_function	beta-aspartyl-peptidase activity	10	10	7	10	51.55409829
8579	GO:0003360	biological_process	brainstem development	10	11	9	11	56.70950812
8580	GO:0007117	biological_process	budding cell bud growth	10	10	7	10	51.55409829
8581	GO:0019957	molecular_function	C-C chemokine binding	10	10	9	10	51.55409829
8582	GO:1990829	molecular_function	C-rich single-stranded DNA binding	10	11	11	11	56.70950812
8583	GO:0061577	biological_process	calcium ion transmembrane transport via high voltage-gated calcium channel	10	11	11	11	56.70950812
8584	GO:0003279	biological_process	cardiac septum development	10	10	9	10	51.55409829
8585	GO:0032048	biological_process	cardiolipin metabolic process	10	11	4	11	56.70950812
8586	GO:0038024	molecular_function	cargo receptor activity	10	10	9	10	51.55409829
8587	GO:0035499	biological_process	carnosine biosynthetic process	10	14	14	14	72.17573761
8588	GO:0047730	molecular_function	carnosine synthase activity	10	14	14	14	72.17573761
8589	GO:0048226	cellular_component	Casparian strip	10	10	5	10	51.55409829
8590	GO:0035631	cellular_component	CD40 receptor complex	10	11	5	11	56.70950812
8591	GO:0047734	molecular_function	CDP-glycerol diphosphatase activity	10	10	10	10	51.55409829
8592	GO:0030003	biological_process	cellular cation homeostasis	10	10	4	10	51.55409829
8593	GO:0006073	biological_process	cellular glucan metabolic process	10	11	10	11	56.70950812
8594	GO:0071475	biological_process	cellular hyperosmotic salinity response	10	12	9	12	61.86491795
8595	GO:1904045	biological_process	cellular response to aldosterone	10	11	10	11	56.70950812
8596	GO:0071469	biological_process	cellular response to alkaline pH	10	10	4	10	51.55409829
8597	GO:0071467	biological_process	cellular response to pH	10	10	7	10	51.55409829
8598	GO:0043617	biological_process	cellular response to sucrose starvation	10	10	9	10	51.55409829
8599	GO:0090156	biological_process	cellular sphingolipid homeostasis	10	10	10	10	51.55409829
8600	GO:0021587	biological_process	cerebellum morphogenesis	10	10	7	10	51.55409829
8601	GO:0090537	cellular_component	CERF complex	10	14	10	14	72.17573761
8602	GO:0001410	biological_process	chlamydospore formation	10	11	9	11	56.70950812
8603	GO:0002063	biological_process	chondrocyte development	10	10	8	10	51.55409829
8604	GO:0015109	molecular_function	chromate transmembrane transporter activity	10	11	10	11	56.70950812
8605	GO:1905224	biological_process	clathrin-coated pit assembly	10	10	10	10	51.55409829
8606	GO:0043686	biological_process	co-translational protein modification	10	10	6	10	51.55409829
8607	GO:0042675	biological_process	compound eye cone cell differentiation	10	10	7	10	51.55409829
8608	GO:0048072	biological_process	compound eye pigmentation	10	14	8	14	72.17573761
8609	GO:0000438	cellular_component	core TFIIH complex portion of holo TFIIH complex	10	10	10	10	51.55409829
8610	GO:0030981	cellular_component	cortical microtubule cytoskeleton	10	13	9	13	67.02032778
8611	GO:0052928	molecular_function	CTP:3-cytidine-tRNA cytidylyltransferase activity	10	12	8	12	61.86491795
1925	GO:0052927	molecular_function	CTP:tRNA cytidylyltransferase activity	10	12	8	12	61.86491795
1926	GO:0052652	biological_process	cyclic purine nucleotide metabolic process	10	10	6	10	51.55409829
1927	GO:0047793	molecular_function	cycloeucalenol cycloisomerase activity	10	10	10	10	51.55409829
1928	GO:0002374	biological_process	cytokine secretion involved in immune response	10	10	8	10	51.55409829
1929	GO:0009690	biological_process	cytokinin metabolic process	10	11	7	11	56.70950812
1930	GO:0047830	molecular_function	D-octopine dehydrogenase activity	10	13	11	13	67.02032778
1931	GO:0019303	biological_process	D-ribose catabolic process	10	10	8	10	51.55409829
1932	GO:0006240	biological_process	dCDP biosynthetic process	10	10	5	10	51.55409829
1933	GO:0016059	biological_process	deactivation of rhodopsin mediated signaling	10	11	8	11	56.70950812
1934	GO:0098542	biological_process	defense response to other organism	10	12	7	12	61.86491795
1935	GO:0031045	cellular_component	dense core granule	10	10	10	10	51.55409829
1936	GO:0019992	molecular_function	diacylglycerol binding	10	13	10	13	67.02032778
1937	GO:0004150	molecular_function	dihydroneopterin aldolase activity	10	10	8	10	51.55409829
1938	GO:0052926	molecular_function	dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	10	10	8	10	51.55409829
1939	GO:0052918	molecular_function	dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity	10	10	8	10	51.55409829
1940	GO:0070941	biological_process	eisosome assembly	10	10	6	10	51.55409829
1941	GO:0048566	biological_process	embryonic digestive tract development	10	10	10	10	51.55409829
1942	GO:0071786	biological_process	endoplasmic reticulum tubular network organization	10	10	5	10	51.55409829
1943	GO:0050957	biological_process	equilibrioception	10	13	11	13	67.02032778
1944	GO:0048437	biological_process	floral organ development	10	11	9	11	56.70950812
1945	GO:0009396	biological_process	folic acid-containing compound biosynthetic process	10	10	5	10	51.55409829
1946	GO:0015138	molecular_function	fumarate transmembrane transporter activity	10	12	11	12	61.86491795
1947	GO:1904541	biological_process	fungal-type cell wall disassembly involved in conjugation with cellular fusion	10	11	7	11	56.70950812
1948	GO:0035594	molecular_function	ganglioside binding	10	10	7	10	51.55409829
1949	GO:0033386	biological_process	geranylgeranyl diphosphate biosynthetic process	10	10	7	10	51.55409829
1950	GO:0016767	molecular_function	geranylgeranyl-diphosphate geranylgeranyltransferase activity	10	10	6	10	51.55409829
1951	GO:0047389	molecular_function	glycerophosphocholine phosphodiesterase activity	10	10	7	10	51.55409829
1952	GO:0015187	molecular_function	glycine transmembrane transporter activity	10	10	6	10	51.55409829
1953	GO:0019002	molecular_function	GMP binding	10	15	14	15	77.33114744
1954	GO:0070869	biological_process	heterochromatin assembly involved in chromatin silencing	10	17	15	17	87.6419671
1955	GO:0046972	molecular_function	histone acetyltransferase activity (H4-K16 specific)	10	10	7	10	51.55409829
1956	GO:0030212	biological_process	hyaluronan metabolic process	10	13	11	13	67.02032778
1957	GO:0036011	biological_process	imaginal disc-derived leg segmentation	10	11	8	11	56.70950812
1958	GO:0001826	biological_process	inner cell mass cell differentiation	10	10	9	10	51.55409829
1959	GO:0047724	molecular_function	inosine nucleosidase activity	10	10	8	10	51.55409829
1960	GO:0035061	cellular_component	interchromatin granule	10	10	6	10	51.55409829
1961	GO:0019215	molecular_function	intermediate filament binding	10	10	9	10	51.55409829
1962	GO:0005221	molecular_function	intracellular cyclic nucleotide activated cation channel activity	10	11	11	11	56.70950812
1963	GO:0034755	biological_process	iron ion transmembrane transport	10	11	8	11	56.70950812
1964	GO:0061710	molecular_function	L-threonylcarbamoyladenylate synthase	10	12	8	12	61.86491795
1965	GO:0008363	biological_process	larval chitin-based cuticle development	10	10	6	10	51.55409829
1966	GO:1902774	biological_process	late endosome to lysosome transport	10	10	8	10	51.55409829
1967	GO:0140042	biological_process	lipid droplet formation	10	10	7	10	51.55409829
1968	GO:1901373	biological_process	lipid hydroperoxide transport	10	15	10	15	77.33114744
1969	GO:0001553	biological_process	luteinization	10	10	8	10	51.55409829
1970	GO:0048542	biological_process	lymph gland development	10	11	7	11	56.70950812
1971	GO:0099559	biological_process	maintenance of alignment of postsynaptic density and presynaptic active zone	10	12	12	12	61.86491795
1972	GO:0051999	biological_process	mannosyl-inositol phosphorylceramide biosynthetic process	10	10	10	10	51.55409829
1973	GO:0005078	molecular_function	MAP-kinase scaffold activity	10	10	5	10	51.55409829
1974	GO:0042006	biological_process	masculinization of hermaphroditic germ-line	10	10	5	10	51.55409829
1975	GO:0051307	biological_process	meiotic chromosome separation	10	10	8	10	51.55409829
1976	GO:0070126	biological_process	mitochondrial translational termination	10	10	5	10	51.55409829
1977	GO:0019048	biological_process	modulation by virus of host morphology or physiology	10	14	12	14	72.17573761
1978	GO:0102867	molecular_function	molybdenum cofactor sulfurtransferase activity	10	13	6	13	67.02032778
1979	GO:0035598	molecular_function	N6-threonylcarbomyladenosine methylthiotransferase activity	10	12	8	12	61.86491795
1980	GO:0015039	molecular_function	NADPH-adrenodoxin reductase activity	10	12	11	12	61.86491795
1981	GO:0016210	molecular_function	naringenin-chalcone synthase activity	10	10	6	10	51.55409829
1982	GO:1905869	biological_process	negative regulation of 3-UTR-mediated mRNA stabilization	10	10	4	10	51.55409829
8747	GO:1905949	biological_process	negative regulation of calcium ion import across plasma membrane	10	11	7	11	56.70950812
8748	GO:0045596	biological_process	negative regulation of cell differentiation	10	10	7	10	51.55409829
8749	GO:2000146	biological_process	negative regulation of cell motility	10	10	10	10	51.55409829
8750	GO:0090370	biological_process	negative regulation of cholesterol efflux	10	10	5	10	51.55409829
8751	GO:2001268	biological_process	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	10	10	9	10	51.55409829
8752	GO:2000279	biological_process	negative regulation of DNA biosynthetic process	10	10	9	10	51.55409829
8753	GO:0010951	biological_process	negative regulation of endopeptidase activity	10	10	9	10	51.55409829
8754	GO:2000323	biological_process	negative regulation of glucocorticoid receptor signaling pathway	10	10	8	10	51.55409829
8755	GO:0071441	biological_process	negative regulation of histone H3-K14 acetylation	10	10	6	10	51.55409829
8756	GO:0010593	biological_process	negative regulation of lamellipodium assembly	10	10	4	10	51.55409829
8757	GO:0090298	biological_process	negative regulation of mitochondrial DNA replication	10	10	10	10	51.55409829
8758	GO:1900194	biological_process	negative regulation of oocyte maturation	10	12	9	12	61.86491795
8759	GO:0030279	biological_process	negative regulation of ossification	10	11	7	11	56.70950812
8760	GO:0010100	biological_process	negative regulation of photomorphogenesis	10	10	4	10	51.55409829
8761	GO:1903765	biological_process	negative regulation of potassium ion export across plasma membrane	10	11	11	11	56.70950812
8762	GO:1904780	biological_process	negative regulation of protein localization to centrosome	10	10	7	10	51.55409829
8763	GO:0051224	biological_process	negative regulation of protein transport	10	10	7	10	51.55409829
8764	GO:0039536	biological_process	negative regulation of RIG-I signaling pathway	10	11	11	11	56.70950812
8765	GO:0033119	biological_process	negative regulation of RNA splicing	10	10	7	10	51.55409829
8766	GO:0051048	biological_process	negative regulation of secretion	10	10	5	10	51.55409829
8767	GO:1905490	biological_process	negative regulation of sensory neuron axon guidance	10	10	4	10	51.55409829
8768	GO:0031030	biological_process	negative regulation of septation initiation signaling	10	13	5	13	67.02032778
8769	GO:0048642	biological_process	negative regulation of skeletal muscle tissue development	10	10	10	10	51.55409829
8770	GO:0010768	biological_process	negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage	10	11	10	11	56.70950812
8771	GO:0030948	biological_process	negative regulation of vascular endothelial growth factor receptor signaling pathway	10	11	11	11	56.70950812
8772	GO:0097485	biological_process	neuron projection guidance	10	10	9	10	51.55409829
8773	GO:0019227	biological_process	neuronal action potential propagation	10	10	6	10	51.55409829
8774	GO:0030235	molecular_function	nitric-oxide synthase regulator activity	10	11	7	11	56.70950812
8775	GO:0010213	biological_process	non-photoreactive DNA repair	10	10	8	10	51.55409829
8776	GO:0030903	biological_process	notochord development	10	10	6	10	51.55409829
8777	GO:0035063	biological_process	nuclear speck organization	10	11	7	11	56.70950812
8778	GO:0015858	biological_process	nucleoside transport	10	18	17	18	92.79737693
8779	GO:0061957	cellular_component	NVT complex	10	13	7	13	67.02032778
8780	GO:0005395	molecular_function	obsolete eye pigment precursor transporter activity	10	14	8	14	72.17573761
8781	GO:0050152	molecular_function	omega-amidase activity	10	12	9	12	61.86491795
8782	GO:0000808	cellular_component	origin recognition complex	10	10	7	10	51.55409829
8783	GO:0007234	biological_process	osmosensory signaling via phosphorelay pathway	10	10	4	10	51.55409829
8784	GO:0016667	molecular_function	oxidoreductase activity, acting on a sulfur group of donors	10	17	14	17	87.6419671
8785	GO:0016684	molecular_function	oxidoreductase activity, acting on peroxide as acceptor	10	12	9	12	61.86491795
8786	GO:0016628	molecular_function	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	10	13	10	13	67.02032778
8787	GO:0002790	biological_process	peptide secretion	10	11	8	11	56.70950812
8788	GO:0009252	biological_process	peptidoglycan biosynthetic process	10	14	13	14	72.17573761
8789	GO:0018171	biological_process	peptidyl-cysteine oxidation	10	10	5	10	51.55409829
8790	GO:0018206	biological_process	peptidyl-methionine modification	10	10	4	10	51.55409829
8791	GO:0072541	molecular_function	peroxynitrite reductase activity	10	10	7	10	51.55409829
8792	GO:0071507	biological_process	pheromone response MAPK cascade	10	10	7	10	51.55409829
8793	GO:0035004	molecular_function	phosphatidylinositol 3-kinase activity	10	10	9	10	51.55409829
8794	GO:0052866	molecular_function	phosphatidylinositol phosphate phosphatase activity	10	11	5	11	56.70950812
8795	GO:0008114	molecular_function	phosphogluconate 2-dehydrogenase activity	10	12	5	12	61.86491795
8796	GO:0046839	biological_process	phospholipid dephosphorylation	10	10	8	10	51.55409829
8797	GO:0004645	molecular_function	phosphorylase activity	10	11	4	11	56.70950812
8798	GO:0009772	biological_process	photosynthetic electron transport in photosystem II	10	12	4	12	61.86491795
8799	GO:0032777	cellular_component	Piccolo NuA4 histone acetyltransferase complex	10	11	8	11	56.70950812
8800	GO:0005873	cellular_component	plus-end kinesin complex	10	11	5	11	56.70950812
8801	GO:0002094	molecular_function	polyprenyltransferase activity	10	11	6	11	56.70950812
8802	GO:1901529	biological_process	positive regulation of anion channel activity	10	10	6	10	51.55409829
8803	GO:1901953	biological_process	positive regulation of anterograde dense core granule transport	10	10	9	10	51.55409829
8804	GO:0002225	biological_process	positive regulation of antimicrobial peptide production	10	10	9	10	51.55409829
8805	GO:1904925	biological_process	positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	10	11	10	11	56.70950812
8806	GO:0048842	biological_process	positive regulation of axon extension involved in axon guidance	10	10	10	10	51.55409829
8807	GO:0090280	biological_process	positive regulation of calcium ion import	10	10	9	10	51.55409829
8808	GO:0090068	biological_process	positive regulation of cell cycle process	10	10	10	10	51.55409829
8809	GO:0038089	biological_process	positive regulation of cell migration by vascular endothelial growth factor signaling pathway	10	11	9	11	56.70950812
8810	GO:2001040	biological_process	positive regulation of cellular response to drug	10	10	9	10	51.55409829
8811	GO:2000304	biological_process	positive regulation of ceramide biosynthetic process	10	10	8	10	51.55409829
8812	GO:2000781	biological_process	positive regulation of double-strand break repair	10	11	8	11	56.70950812
8813	GO:1903373	biological_process	positive regulation of endoplasmic reticulum tubular network organization	10	10	8	10	51.55409829
8814	GO:0046321	biological_process	positive regulation of fatty acid oxidation	10	10	9	10	51.55409829
8815	GO:1900490	biological_process	positive regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity	10	10	4	10	51.55409829
